HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References	scientific_name	ncbi_id
111	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	maculatum	Spotted salamander	1095	730	NA	NA	125	NA	NA	NA	NA	12.84	NA	32		unknown	medium	acceptable	NA	NA	0.005	12.8	290	37,528,749	Ambystoma maculatum	43114
112	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	mexicanum	Axolotl	548	548	18	NA	NA	NA	NA	NA	NA	NA	NA	17	451	captivity	large	acceptable	NA	NA	NA	NA	NA	449,451,749,796,843	Ambystoma mexicanum	8296
113	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	opacum	Marbled salamander	1296	1113	NA	NA	100	NA	NA	NA	NA	NA	NA	11.3	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485,528,749	Ambystoma opacum	43115
114	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	rosaceum	Chihuahuan mole salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.4	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Ambystoma rosaceum	43117
115	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	talpoideum	Mole salamander	730	730	NA	NA	350	NA	NA	NA	NA	NA	NA	9	749	unknown	medium	acceptable	NA	NA	NA	NA	NA	528,749	Ambystoma talpoideum	8306
116	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	texanum	Small-mouthed salamander	NA	NA	35	NA	625	NA	NA	NA	NA	NA	NA	13.8	485	captivity	tiny	acceptable	NA	NA	NA	NA	NA	485,749	Ambystoma texanum	8304
117	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	tigrinum	Tiger salamander	1460	1460	28	NA	37	NA	NA	NA	NA	9.402	NA	25	485	captivity	medium	acceptable	NA	NA	0.00196	3.21	291	27,37,440,485,1143	Ambystoma tigrinum	8305
118	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Dicamptodon	ensatus	California giant salamander	NA	NA	150	NA	85	NA	NA	NA	NA	NA	NA	16.9	451	captivity	tiny	acceptable	NA	NA	NA	NA	NA	451,749	Dicamptodon ensatus	43477
119	Animalia	Chordata	Amphibia	Caudata	Amphiumidae	Amphiuma	means	Two-toed amphiuma	1460	1095	150	NA	200	NA	NA	NA	NA	200.967	NA	27	485	captivity	small	acceptable	NA	NA	0.00904	199	288	37,485,749	Amphiuma means	8312
120	Animalia	Chordata	Amphibia	Caudata	Amphiumidae	Amphiuma	tridactylum	Three-toed amphiuma	NA	NA	135	NA	200	NA	NA	NA	NA	NA	NA	15.9	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485,749	Amphiuma tridactylum	8313
121	Animalia	Chordata	Amphibia	Caudata	Cryptobranchidae	Andrias	davidianus	Chinese giant salamander	NA	NA	55	NA	500	NA	NA	NA	NA	NA	NA	19.9	485	captivity	small	questionable	NA	NA	NA	NA	NA	485,749	Andrias davidianus	141262
122	Animalia	Chordata	Amphibia	Caudata	Cryptobranchidae	Andrias	japonicus	Japanese giant salamander	1825	1825	60	NA	500	NA	NA	NA	NA	NA	NA	55	485	captivity	small	acceptable	NA	NA	NA	NA	NA	2,485,749	Andrias japonicus	166789
123	Animalia	Chordata	Amphibia	Caudata	Cryptobranchidae	Cryptobranchus	alleganiensis	Hellbender	1825	1825	72	NA	275	NA	NA	NA	NA	358.1	NA	29	528	wild	medium	acceptable	NA	NA	0.0253	358	288	37,440,528	Cryptobranchus alleganiensis	43048
124	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Hynobius	boulengeri	Boulenger's oriental salamander	NA	NA	NA	NA	32	NA	NA	NA	NA	NA	NA	11.9	485	captivity	small	acceptable	NA	NA	NA	NA	NA	230,231,485,749	Hynobius boulengeri	312230
125	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Hynobius	leechii	Chinese salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.1	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Hynobius leechii	113391
126	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Hynobius	nebulosus	Clouded salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.2	485	captivity	medium	acceptable	NA	NA	NA	NA	NA	485	Hynobius nebulosus	294368
127	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Hynobius	retardatus	Japanese salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.9	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485	Hynobius retardatus	36312
128	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Onychodactylus	fischeri	Long-tailed clawed salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	525	wild	medium	acceptable	NA	NA	NA	NA	NA	525	Onychodactylus fischeri	113382
129	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Onychodactylus	japonicus	Japanese clawed salamander	NA	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	14.2	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451,749	Onychodactylus japonicus	288797
130	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Paradactylodon	mustersi	Afghanistan salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Paradactylodon mustersi	324332
131	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Salamandrella	keyserlingii	Siberian salamander	NA	NA	23	NA	70	NA	NA	NA	NA	NA	NA	8	525	wild	medium	acceptable	NA	NA	NA	NA	NA	525,749	Salamandrella keyserlingii	288315
132	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	aeneus	Green salamander	912	912	82	NA	21	2	NA	NA	NA	NA	NA	NA		unknown	tiny	low	NA	NA	NA	NA	NA	451,528,749	Aneides aeneus	154577
133	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	lugubris	Arboreal salamander	1095	1095	NA	NA	14.5	NA	NA	NA	NA	NA	NA	NA		unknown	small	low	NA	NA	NA	NA	NA	485,749	Aneides lugubris	57541
134	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa	dofleini	Giant palm salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.9	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Bolitoglossa dofleini	129236
135	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa	mexicana	Palm salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.2	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Bolitoglossa mexicana	116049
136	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	monticola	Seal salamander	1642	1277	45	NA	25	NA	NA	NA	NA	NA	NA	17.7	485	captivity	tiny	acceptable	NA	NA	NA	NA	NA	485,528,749	Desmognathus monticola	52103
137	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	ochrophaeus	Allegheny mountain dusky salamander	1280	1280	NA	NA	16	NA	NA	NA	NA	0.6	NA	19.8	485	captivity	tiny	acceptable	0.3	NA	NA	NA	NA	468,485,526,529	Desmognathus ochrophaeus	52104
138	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	quadramaculatus	Black-bellied salamander	1280	1280	NA	NA	25	NA	NA	NA	NA	14.34	NA	15	485	captivity	small	acceptable	NA	NA	0.00411	14.1	288	37,468,485,749	Desmognathus quadramaculatus	52105
139	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	welteri	Black mountain salamander	1642	1642	NA	NA	26	NA	NA	NA	NA	NA	NA	20	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485,528,749	Desmognathus welteri	52107
140	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Ensatina	eschscholtzii	Ensatina	1278	1278	138	NA	14	NA	NA	NA	NA	NA	NA	NA		unknown	tiny	low	NA	NA	NA	NA	NA	451,749	Ensatina eschscholtzii	57550
141	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	lucifuga	Cave salamander	1095	1095	13	NA	73	NA	NA	NA	NA	NA	NA	9.1	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451,749	Eurycea lucifuga	422567
142	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	rathbuni	Texas blind salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.3	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Eurycea rathbuni	147900
143	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	spelaea	Grotto salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.9	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485	Eurycea spelaea	147909
144	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	wilderae	Blue ridge two-lined salamander	1278	1278	NA	NA	32	NA	NA	NA	NA	NA	NA	8	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485,749	Eurycea wilderae	52111
145	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Gyrinophilus	palleucus	Tennessee cave salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485	Gyrinophilus palleucus	505961
146	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Gyrinophilus	porphyriticus	Spring salamander	1460	1460	NA	NA	61	NA	NA	NA	NA	NA	NA	18.5	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485,528,749	Gyrinophilus porphyriticus	134760
147	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Hemidactylium	scutatum	Four-toed salamander	912	912	NA	NA	30	NA	NA	NA	NA	NA	NA	8.9	485	captivity	small	acceptable	NA	NA	NA	NA	NA	468,485	Hemidactylium scutatum	291265
148	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Phaeognathus	hubrichti	Red Hills salamander	2008	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	19.7	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485,749	Phaeognathus hubrichti	52110
149	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	cinereus	Eastern red-backed salamander	730	730	NA	NA	8	NA	NA	NA	NA	0.5	NA	25	528	wild	medium	acceptable	NA	NA	9.9e-05	0.76	278.5	37,468,526,528,529	Plethodon cinereus	141976
150	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	dunni	Dunn's salamander	1095	1095	70	NA	9.4	NA	NA	NA	NA	NA	NA	11	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485,749	Plethodon dunni	154581
151	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	elongatus	Del Norte salamander	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	13.3	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485,749	Plethodon elongatus	46761
152	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	glutinosus	Northern slimy salamander	910	910	NA	NA	21	NA	NA	NA	NA	4.2	NA	20.1	485	captivity	small	acceptable	NA	NA	0.00191	4.2	288	37,468,485	Plethodon glutinosus	43042
153	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	jordani	Red-cheeked salamander	1825	1095	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.8	485	captivity	tiny	acceptable	NA	NA	NA	NA	NA	485,512,528	Plethodon jordani	8336
154	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	vehiculum	Western red-backed salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.1	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485	Plethodon vehiculum	154593
155	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	yonahlossee	Yonahlossee salamander	1095	1095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		unknown	tiny	low	NA	NA	NA	NA	NA	451,528	Plethodon yonahlossee	8337
156	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Pseudotriton	montanus	Mud salamander	1643	1095	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.1	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485,749	Pseudotriton montanus	324349
157	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Pseudotriton	ruber	Red salamander	1825	1460	75	NA	80	NA	NA	NA	NA	NA	NA	20.1	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485,749	Pseudotriton ruber	134762
158	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Speleomantes	italicus	Italian cave salamander	1278	1278	304	NA	10	NA	NA	NA	NA	NA	NA	10.6	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485,749	Speleomantes italicus	486473
159	Animalia	Chordata	Amphibia	Caudata	Proteidae	Necturus	maculosus	Mudpuppy	2190	1825	50	NA	68	NA	NA	NA	NA	NA	NA	34		unknown	medium	acceptable	NA	NA	NA	NA	NA	528,539,749	Necturus maculosus	42757
160	Animalia	Chordata	Amphibia	Caudata	Proteidae	Necturus	punctatus	Dwarf waterdog	1825	1825	NA	NA	30	NA	NA	NA	NA	NA	NA	NA		unknown	tiny	low	NA	NA	NA	NA	NA	451,528,749	Necturus punctatus	420422
161	Animalia	Chordata	Amphibia	Caudata	Proteidae	Proteus	anguinus	Olm	4124	NA	133	NA	35	NA	4562	NA	NA	17	NA	102	934	wild	medium	acceptable	NA	999	NA	NA	NA	485,749,934	Proteus anguinus	221568
162	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Calotriton	asper	Pyrenean brook newt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	525	wild	medium	acceptable	NA	NA	NA	NA	NA	525	Calotriton asper	30374
163	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Cynops	ensicauda	Brown newt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.9	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451	Cynops ensicauda	102207
164	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Cynops	pyrrhogaster	Japanese firebelly newt	913	913	20	NA	200	NA	NA	NA	NA	NA	NA	25	485	captivity	medium	acceptable	NA	NA	NA	NA	NA	85,485,749,880,1260	Cynops pyrrhogaster	8330
165	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Ichthyosaura	alpestris	Laureutis alpine salamander	1460	1095	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451,462,525	Ichthyosaura alpestris	54263
166	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Lissotriton	boscai	Bosca's newt	NA	NA	NA	NA	160	NA	NA	NA	NA	NA	NA	8	525	wild	medium	acceptable	NA	NA	NA	NA	NA	525,749	Lissotriton boscai	323757
167	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Lissotriton	vulgaris	Smooth newt	1095	730	NA	NA	180	NA	NA	NA	NA	NA	NA	20	525	captivity	medium	acceptable	NA	NA	NA	NA	NA	525,749	Lissotriton vulgaris	8324
168	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Notophthalmus	perstriatus	Striped newt	487	487	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.9	485	captivity	large	acceptable	NA	NA	NA	NA	NA	485,749	Notophthalmus perstriatus	168684
169	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Notophthalmus	viridescens	Eastern newt	2000	2000	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	website feedback	captivity	medium	acceptable	NA	NA	NA	NA	NA	233,483,525,528,749	Notophthalmus viridescens	8316
170	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Pachytriton	brevipes	Tsitou newt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.5	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Pachytriton brevipes	377299
171	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Paramesotriton	chinensis	Asian newt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.3	485	captivity	tiny	acceptable	NA	NA	NA	NA	NA	485	Paramesotriton chinensis	189294
172	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Pleurodeles	poireti	Algerian newt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Pleurodeles poireti	226889
173	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Pleurodeles	waltl	Iberian ribbed newt	NA	NA	13	NA	725	NA	NA	NA	NA	NA	NA	19.5	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451,749	Pleurodeles waltl	8319
174	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	atra	Golden alpine salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	525	wild	medium	acceptable	NA	NA	NA	NA	NA	525	Salamandra atra	57570
175	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	salamandra	European fire salamander	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.1	NA	24	451	captivity	medium	acceptable	NA	NA	0.00857	19.1	288	37,451	Salamandra salamandra	57571
176	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Taricha	granulosa	Rough-skinned newt	1278	1278	23	NA	NA	NA	NA	NA	NA	12.32	NA	NA		unknown	small	low	NA	NA	0.00518	12.2	288	37,451,749	Taricha granulosa	8321
177	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Taricha	rivularis	Red-bellied newt	1825	1825	18	NA	10	NA	NA	NA	NA	NA	NA	NA		unknown	tiny	low	NA	NA	NA	NA	NA	485,749	Taricha rivularis	36313
178	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Taricha	torosa	California newt	1095	1095	45	NA	122	NA	NA	0.45	NA	NA	NA	21.8	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451,749	Taricha torosa	36314
179	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	carnifex	Italian crested newt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	525	wild	medium	acceptable	NA	NA	NA	NA	NA	525	Triturus carnifex	8326
180	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	cristatus	Northern crested newt	NA	NA	16	NA	225	NA	NA	NA	NA	NA	NA	28	525	captivity	medium	acceptable	NA	NA	NA	NA	NA	327,525,749	Triturus cristatus	8323
181	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	marmoratus	Marbled newt	1460	1460	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	525	captivity	small	acceptable	NA	NA	NA	NA	NA	525	Triturus marmoratus	8328
182	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Tylototriton	verrucosus	Mandarin salamander	1460	1460	NA	NA	43	NA	NA	NA	NA	NA	NA	11	525	wild	medium	acceptable	NA	NA	NA	NA	NA	485,525,749	Tylototriton verrucosus	164973
183	Animalia	Chordata	Amphibia	Caudata	Sirenidae	Siren	intermedia	Lesser siren	730	730	60	NA	350	NA	NA	NA	NA	NA	NA	25.7	451	captivity	medium	acceptable	NA	NA	NA	NA	NA	451,468,749	Siren intermedia	8341
184	Animalia	Chordata	Amphibia	Caudata	Sirenidae	Siren	lacertina	Greater siren	NA	NA	NA	NA	500	NA	NA	NA	NA	NA	NA	25	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485,749	Siren lacertina	307977
185	Animalia	Chordata	Amphibia	Gymnophiona	Caeciliidae	Dermophis	mexicanus	Mexican burrowing caecilian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.8	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Dermophis mexicanus	118251
186	Animalia	Chordata	Amphibia	Gymnophiona	Caeciliidae	Typhlonectes	compressicauda	Cayenne caecilian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.9	485	captivity	small	acceptable	NA	NA	NA	NA	NA	485	Typhlonectes compressicauda	324354
187	Animalia	Chordata	Amphibia	Gymnophiona	Caeciliidae	Typhlonectes	natans	Aquatic caecilian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		unknown	medium	low	NA	NA	NA	NA	NA	451	Typhlonectes natans	8456
188	Animalia	Chordata	Amphibia	Gymnophiona	Ichthyophiidae	Ichthyophis	kohtaoensis	Yellow-striped caecilian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.3	451	captivity	small	acceptable	NA	NA	NA	NA	NA	451	Ichthyophis kohtaoensis	655595
190	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	cooperii	Cooper's hawk	730	730	24	NA	4	1	NA	28	NA	526.64	0.212	20.3	427	wild	medium	acceptable	NA	NA	NA	NA	NA	427,444,445,732	Accipiter cooperii	261198
191	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	gentilis	Northern goshawk	365	730	33	NA	3	1	NA	NA	NA	1044.2	0.225	22	450	wild	medium	acceptable	NA	NA	NA	NA	NA	437,444,445,450,729,732,1143	Accipiter gentilis	8957
192	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	nisus	Eurasian sparrowhawk	365	365	NA	NA	NA	NA	NA	NA	NA	237.5	0.258	20.2	450	wild	medium	acceptable	NA	NA	0.9516	135	NA	450,510,729,732,820,1143,1150	Accipiter nisus	211598
193	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	striatus	Sharp-shinned hawk	365	365	34	NA	4	1	NA	NA	NA	135	NA	19.9	427	wild	medium	acceptable	NA	NA	NA	NA	NA	427,437,444,445	Accipiter striatus	56330
194	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aegypius	monachus	Cinereous vulture	NA	NA	NA	NA	NA	NA	NA	NA	NA	9625	NA	39	1	captivity	medium	acceptable	NA	NA	NA	NA	NA	1,821	Aegypius monachus	8959
195	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	adalberti	Spanish imperial eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	3000	NA	44.5	575	captivity	small	acceptable	NA	NA	NA	NA	NA	575,972	Aquila adalberti	52408
196	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	audax	Wedge-tailed eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	3466	NA	40	1	captivity	small	acceptable	NA	NA	NA	NA	NA	1,820	Aquila audax	8961
197	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	chrysaetos	Golden eagle	1460	1460	40	NA	2	1	NA	110.6	NA	4800	0.126	48	437	captivity	medium	acceptable	NA	NA	4.9929	3000	NA	61,425,437,440,445,732	Aquila chrysaetos	8962
198	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	fasciata	Bonelli's eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	2000	0.154	20	1	captivity	small	acceptable	NA	NA	NA	NA	NA	1,732,820	Aquila fasciata	8960
199	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	heliaca	Eastern imperical eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	3262	NA	56	1	captivity	medium	acceptable	NA	NA	NA	NA	NA	1,821	Aquila heliaca	52410
200	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	nipalensis	Steppe eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	2745.5	NA	41	1	captivity	small	acceptable	NA	NA	NA	NA	NA	1,820	Aquila nipalensis	193005
201	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	pomarina	Lesser spotted eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	1370	NA	26.1	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1,820	Aquila pomarina	52411
202	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	rapax	Tawny eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	1996.1	0.093	40.3	575	captivity	medium	acceptable	NA	NA	NA	NA	NA	575,732,821	Aquila rapax	252781
203	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Butastur	indicus	Grey-faced buzzard	NA	NA	NA	NA	NA	NA	NA	NA	NA	415	NA	8.5	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1,820	Butastur indicus	335207
204	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	buteo	Buzzard	730	730	NA	NA	NA	NA	NA	NA	NA	1012	0.189	28.8	450	wild	medium	acceptable	NA	NA	NA	NA	NA	450,729,732	Buteo buteo	30397
205	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	jamaicensis	Red-tailed hawk	730	730	31	NA	3	1	NA	57.6	NA	1362	0.188	30.7	427	wild	large	acceptable	NA	NA	NA	NA	NA	1,427,437,444,445,732	Buteo jamaicensis	56263
206	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	lagopus	Rough-legged hawk	730	730	29	NA	5	1	NA	41.62	NA	980.64	NA	18.8	450	wild	small	acceptable	NA	NA	NA	NA	NA	437,444,445,450	Buteo lagopus	115229
207	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	lineatus	Red-shouldered hawk	365	365	33	NA	3.5	1	NA	35	NA	607	NA	22.4	427	wild	medium	acceptable	NA	NA	2.11	658	NA	427,435,440,444,445,820	Buteo lineatus	223475
208	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	platypterus	Broad-winged hawk	365	365	25	NA	2.5	1	NA	28	NA	454	0.271	18.3	577	wild	small	acceptable	NA	NA	NA	NA	NA	444,445,577,732	Buteo platypterus	218281
209	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	regalis	Ferruginous hawk	730	730	32	NA	3	1	NA	51.6	NA	1500	0.171	23.7	427	wild	medium	acceptable	NA	NA	NA	NA	NA	427,437,445,448,732	Buteo regalis	223441
210	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	rufinus	Long-legged buzzard	NA	NA	NA	NA	NA	NA	NA	NA	NA	1174.5	NA	NA		unknown	small	low	NA	NA	NA	NA	NA	450,820	Buteo rufinus	115134
211	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	solitarius	Hawaiian hawk	NA	NA	38	NA	1	NA	NA	35	NA	505	NA	17	445	wild	medium	acceptable	NA	NA	NA	NA	NA	445	Buteo solitarius	223855
212	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	swainsoni	Swainson's hawk	730	730	31	NA	3	1	NA	39.4	NA	980.64	0.158	24.9	427	wild	medium	acceptable	NA	NA	NA	NA	NA	427,437,444,445,732,818	Buteo swainsoni	156757
213	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteogallus	anthracinus	Common black hawk	730	730	38	NA	1.5	1	NA	NA	NA	837	NA	13.5	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1,444,445	Buteogallus anthracinus	321091
214	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circaetus	cinereus	Brown snake eagle	NA	NA	NA	NA	NA	NA	NA	NA	NA	2048	0.037	NA		unknown	tiny	low	NA	NA	NA	NA	NA	1,732,820	Circaetus cinereus	321085
